Amostra_ID,Rotulo_Real,Rotulo_Previsto,Prob_Classe_0,Prob_Classe_1,Prob_Classe_2,Prob_Classe_3,Prob_Classe_4,Prob_Classe_5,Prob_Classe_6,Prob_Classe_7,Prob_Classe_8,Prob_Classe_9
1679,4,4,6.0562466e-15,3.958534e-11,8.9319383e-13,3.4280605e-15,1.0,2.3546104e-10,5.4356075e-13,7.626323e-13,4.1830952e-11,1.0611467e-09
1680,4,4,2.6324935e-11,2.4973177e-09,1.3596547e-09,1.8031823e-12,0.99999964,1.8908992e-07,1.4825298e-09,4.4363293e-12,6.0632788e-09,6.8940174e-08
1681,3,7,5.7867416e-10,2.1543148e-07,4.7343858e-09,3.3325487e-06,6.791225e-08,1.402809e-09,1.5346535e-10,0.9994349,4.4800372e-11,0.00056156376
1682,2,2,4.516687e-10,5.8019804e-12,1.0,2.6600468e-08,1.1491033e-13,4.8733183e-14,1.9967707e-17,3.9023433e-09,8.6472463e-13,1.43125e-13
1683,3,3,6.808153e-16,1.1869815e-11,7.1489625e-10,1.0,7.420123e-16,1.5426393e-11,1.1529385e-17,4.824832e-12,7.711313e-11,9.128375e-11
1684,5,5,4.7476946e-15,6.587889e-11,8.991815e-17,7.982541e-12,7.861706e-16,1.0,1.0416519e-11,1.8837968e-15,1.2637914e-10,1.3595345e-11
1685,6,6,3.5248662e-10,5.1654542e-14,3.5857634e-12,9.054767e-14,2.1624367e-09,1.90063e-11,1.0,3.4185813e-14,1.5421891e-11,5.359275e-16
1686,8,8,2.6202358e-06,5.4699062e-06,6.6525587e-07,2.5052552e-05,2.2771644e-08,1.1613899e-05,1.4997487e-05,5.191147e-09,0.99993706,2.5157813e-06
1687,8,8,7.2144803e-07,8.389313e-05,1.1430588e-07,3.6095834e-08,1.6604481e-07,1.0013206e-05,7.0162815e-07,3.2940502e-08,0.9999032,1.0752241e-06
1688,6,6,2.059984e-09,7.982291e-11,4.0034722e-11,3.17654e-12,4.5205994e-08,1.1828913e-06,0.9999988,1.3544741e-13,4.1767323e-09,9.296597e-13
1689,2,2,0.00045267036,0.00017857895,0.99585444,0.00059124874,0.0001591401,6.5354274e-05,0.00019387482,0.00044912557,0.002023885,3.171615e-05
1690,3,3,1.9944777e-11,2.4868048e-09,2.4648289e-08,0.9999982,8.541554e-12,1.1713767e-07,2.5016187e-13,9.892671e-11,5.3955443e-08,1.7138838e-06
1691,1,1,3.0419155e-08,0.99932677,2.311127e-07,2.5280151e-08,1.1060683e-06,5.0109173e-07,3.30351e-05,4.1955175e-08,0.0006382934,9.177497e-08
1692,0,0,1.0,8.627959e-12,4.3899355e-08,1.5482538e-12,5.9566566e-12,1.162516e-12,2.551163e-09,1.2721496e-10,4.2960052e-11,1.9201677e-11
1693,5,5,9.3910444e-17,3.3357675e-14,7.917652e-17,6.7364453e-10,5.687185e-17,1.0,1.7159078e-14,1.2696804e-16,9.433274e-12,8.605714e-10
1694,8,8,5.309171e-06,7.270034e-06,4.6295486e-06,4.3835516e-05,3.2630106e-07,1.0355861e-06,3.4391585e-06,4.9948866e-08,0.99993265,1.4523866e-06
1695,9,9,2.6305826e-05,0.0021834802,3.4171464e-07,3.756761e-05,0.0019555003,2.7245533e-05,3.4298765e-07,0.016412709,0.0012265916,0.97812986
1696,2,2,6.499671e-05,0.00025804478,0.99929297,1.0342907e-05,1.3064664e-05,1.6286168e-06,1.6164247e-05,0.00032918397,1.302232e-05,4.222021e-07
1697,9,9,4.9830995e-10,1.2797029e-09,2.34924e-09,1.5333672e-08,0.0001626701,9.8831315e-08,1.989212e-09,1.9928675e-07,1.04893616e-07,0.9998369
1698,6,6,1.042457e-08,2.5268608e-11,3.873127e-10,1.6949114e-11,2.0262638e-09,7.848059e-09,0.99999857,2.3117597e-12,1.489415e-06,6.5995955e-13
1699,7,7,1.8233208e-13,7.601987e-12,1.4366669e-11,1.18695435e-11,2.0071703e-11,3.8515642e-13,2.2686204e-15,1.0,1.6188378e-15,2.5699267e-09
1700,0,0,0.99999845,8.788968e-10,1.291719e-08,6.7471753e-09,2.1593545e-09,1.2214201e-08,1.6542465e-08,1.5606051e-09,1.6023839e-07,1.4006912e-06
1701,4,4,1.022412e-05,4.043861e-05,7.179274e-05,1.5894396e-06,0.91118604,0.0031496442,1.0731854e-05,7.122436e-06,0.00059880083,0.08492365
1702,8,8,6.964517e-08,6.758193e-07,1.5798392e-08,5.206655e-06,1.4435707e-10,0.00060093944,1.106267e-06,3.8028083e-10,0.9993919,6.188701e-08
1703,7,7,8.0075205e-07,3.30965e-06,1.3070783e-05,8.479713e-06,2.8540148e-07,7.997473e-08,1.5594798e-08,0.99992704,1.1467067e-07,4.6788737e-05
1704,1,1,2.1176665e-11,0.9999999,7.1808304e-10,2.8860983e-12,3.0532856e-08,1.539516e-09,9.515831e-10,7.188416e-08,7.911735e-09,3.9577125e-10
1705,7,7,4.1572106e-12,1.7432573e-08,1.298724e-09,8.597827e-09,1.9850825e-09,2.1761933e-10,6.7047383e-12,1.0,1.4624947e-12,9.824422e-09
1706,4,4,4.7908512e-14,2.6856667e-10,1.6634878e-12,3.952296e-14,1.0,4.7796345e-10,2.6391595e-12,1.9150874e-11,8.183602e-12,3.1551984e-08
1707,1,1,3.1353377e-08,0.9999167,4.5237297e-08,8.489467e-09,1.7624718e-05,2.0096859e-06,2.3290441e-07,4.6409568e-07,6.05344e-05,2.3522668e-06
1708,0,0,1.0,2.3764988e-13,1.3001157e-11,6.26725e-13,8.434332e-12,5.79739e-12,1.6607069e-09,1.2259224e-11,6.968448e-12,1.078945e-10
1709,9,8,0.00023863156,0.0007320156,0.0003813845,0.30032003,0.0013155657,0.0039497926,1.6535665e-05,0.00012932123,0.5183143,0.17460242
1710,7,7,5.770078e-11,3.078865e-08,3.4395784e-09,1.6613667e-08,6.780557e-10,7.315816e-10,1.6574323e-12,1.0,1.8129815e-11,2.246509e-08
1711,2,2,3.8233736e-11,3.8795941e-10,0.9999999,7.513965e-08,4.416031e-14,4.336947e-15,2.24528e-15,2.5534618e-08,2.0351925e-11,9.9005236e-14
1712,0,0,0.99995506,1.5282121e-10,4.0064377e-05,3.571997e-09,1.4138216e-09,3.4046282e-13,1.9155409e-12,9.173471e-10,3.0637348e-09,4.9134474e-06
1713,0,0,1.0,1.3778526e-11,1.6515788e-08,8.1676185e-12,4.0758178e-11,2.0167054e-12,7.762805e-10,1.8129331e-11,3.2217633e-09,1.2077102e-08
1714,9,9,2.0012422e-10,1.4959765e-10,1.3589622e-10,9.956928e-09,1.3518608e-06,4.81509e-07,6.109498e-12,6.926267e-09,2.7614984e-08,0.9999981
1715,1,1,2.2966415e-10,0.99999964,6.7561046e-10,1.5051627e-11,6.234893e-08,3.6959882e-09,5.0145883e-09,2.7986681e-08,2.6269967e-07,3.3225611e-09
1716,7,7,1.4712693e-05,0.0114484,3.49314e-05,1.26138475e-05,8.306891e-05,5.455876e-07,3.116696e-08,0.9874768,3.2934026e-05,0.0008957699
1717,8,8,0.02924122,1.7760134e-05,0.0009723319,6.815392e-05,5.314668e-06,6.6719895e-06,3.352474e-05,1.1988062e-06,0.9695647,8.9147805e-05
1718,7,7,3.8949052e-12,3.321889e-08,3.468603e-05,1.6719166e-07,4.431966e-07,3.2649375e-10,1.8364151e-12,0.9999647,8.3452634e-14,1.0459225e-09
1719,8,8,3.113245e-07,3.1285137e-07,1.3921209e-07,3.4744644e-07,7.0685524e-09,5.6637637e-09,1.7623242e-08,5.8735505e-10,0.99999857,2.787163e-07
1720,4,4,1.2443518e-08,1.7588712e-07,3.531211e-08,1.1897162e-10,0.99999857,7.544214e-08,1.3745323e-08,1.9695051e-08,8.1109175e-07,2.717628e-07
1721,7,7,8.0735284e-05,0.0014141805,9.250023e-06,2.1893343e-06,0.005577989,8.461933e-06,2.541961e-05,0.9899672,2.8184693e-05,0.0028863573
1722,2,2,2.9795817e-08,2.5021754e-10,0.90722334,7.6405684e-07,6.761855e-10,2.24706e-09,3.2919873e-12,0.09277588,3.809197e-13,8.4788757e-13
1723,0,0,1.0,8.458602e-14,4.651697e-10,1.0429476e-12,4.2756076e-12,2.4577325e-14,1.840031e-09,6.405123e-14,4.7612318e-12,4.0234052e-10
1724,4,4,2.1082812e-10,3.857293e-08,1.9798831e-09,4.2390077e-13,0.9999999,5.2247784e-10,1.031164e-09,1.256296e-07,4.0468462e-11,5.1071993e-08
1725,6,6,1.004883e-08,9.3577945e-08,4.9386323e-10,7.461199e-11,4.577025e-08,0.0005062596,0.9994718,1.0089126e-11,2.1787779e-05,5.2998526e-11
1726,0,0,1.0,2.0386008e-14,4.8017264e-11,1.270317e-13,3.7618045e-13,5.2980526e-15,3.5524972e-11,9.7948905e-14,9.608944e-13,5.2690904e-11
1727,3,3,5.871583e-19,1.7891975e-13,1.907559e-15,1.0,1.452171e-20,3.608379e-11,1.4824791e-21,6.520282e-12,7.5568705e-15,9.911343e-12
1728,1,1,1.7913511e-10,0.99999976,3.2325402e-09,4.1687175e-11,1.1551321e-07,3.4009012e-08,3.7744986e-08,5.9271663e-08,6.475639e-08,3.8710217e-09
1729,1,1,2.6644673e-07,0.99999297,6.117872e-09,3.8812434e-12,2.1460285e-06,1.0670128e-09,1.1630647e-08,1.3339405e-07,4.480661e-06,1.1014526e-09
1730,3,3,1.6884744e-09,1.0688929e-07,1.2168529e-07,0.9998889,5.0084575e-10,9.65639e-07,4.2619558e-10,1.2789398e-09,0.0001017797,8.068219e-06
1731,3,3,7.9921836e-16,3.7729733e-12,2.2653682e-08,1.0,4.700106e-14,1.2230048e-12,4.066712e-17,4.379861e-14,2.7351419e-08,4.5240135e-11
1732,9,9,0.00012740165,7.714727e-06,2.4534098e-05,0.014192172,3.8900096e-05,0.33503136,5.543982e-07,6.5889462e-06,0.0010032539,0.64956754
1733,6,6,1.629229e-09,9.9298384e-14,2.32614e-14,2.7443048e-14,2.4974148e-12,5.08771e-10,1.0,3.7376697e-15,4.73906e-09,2.2702034e-16
1734,7,7,2.9404113e-13,9.600115e-13,1.6750516e-12,4.595611e-13,2.113443e-10,2.7027712e-12,5.0409197e-14,1.0,2.4652523e-15,2.0904996e-09
1735,4,4,2.5942004e-09,2.8363837e-07,7.2730273e-07,8.359073e-12,0.9999901,8.546057e-06,2.2800593e-07,4.0923505e-09,5.9634014e-10,1.2385047e-08
1736,1,1,4.0079895e-09,0.9999962,8.064169e-08,5.470103e-10,1.5991309e-06,3.7252155e-07,6.1390085e-07,5.930925e-07,6.3903684e-07,2.225182e-08
1737,5,5,0.00033115334,0.037227247,0.0014413545,0.043836012,7.684236e-05,0.889066,0.0031604508,0.0013075909,0.023412837,0.00014038714
1738,3,3,5.706592e-17,9.513041e-13,1.0972683e-10,1.0,6.8494155e-16,2.6133627e-12,2.577427e-17,3.2517815e-15,2.667211e-11,9.614206e-13
1739,0,0,1.0,9.236391e-13,7.711056e-09,4.237014e-12,2.6191271e-11,8.261476e-14,1.952712e-09,5.3169584e-13,4.2758873e-11,1.4024595e-09
1740,8,8,2.0858348e-08,1.292654e-08,3.6549944e-10,5.6291523e-09,3.7866477e-11,8.773259e-07,1.0124698e-08,7.190768e-12,0.99999905,7.1054684e-10
1741,7,7,3.417374e-11,2.6543553e-08,1.3266025e-08,3.6379788e-10,3.7342163e-10,9.512447e-12,1.0895435e-14,1.0,1.4781432e-12,1.8909535e-11
1742,3,3,3.3785182e-16,5.090918e-12,1.13956046e-10,1.0,5.369837e-15,2.0685795e-11,1.3218865e-16,3.9225173e-15,1.395931e-10,1.5691963e-11
1743,9,9,5.389484e-09,2.360904e-09,4.1934753e-10,8.057587e-09,3.062267e-05,5.853302e-08,1.3487651e-10,1.4313811e-06,9.530785e-10,0.9999678
1744,6,6,2.0643247e-09,9.390728e-12,1.04484414e-10,8.019957e-13,3.4020229e-09,6.9990785e-10,1.0,8.4336195e-13,2.4837281e-09,5.223194e-14
1745,9,9,2.5665615e-11,4.0778516e-11,1.4930071e-11,1.3205845e-09,2.7532528e-06,2.7937217e-09,8.242727e-13,4.6199786e-09,1.5932293e-10,0.99999726
1746,3,3,5.5684734e-15,3.5789234e-12,8.9762956e-08,0.9999999,3.219124e-15,2.871591e-12,5.562675e-16,1.4032144e-12,3.1882026e-09,1.4595957e-13
1747,5,5,4.2596067e-15,1.9143958e-16,3.9700013e-20,1.6238539e-15,8.934453e-22,1.0,1.7289272e-14,1.0505527e-15,6.109451e-12,3.9080552e-17
1748,0,0,0.9993568,7.713787e-09,0.00012902282,1.4615531e-06,1.1565463e-08,7.378822e-05,5.8371676e-05,0.0003679718,1.2284287e-05,3.017092e-07
1749,2,2,3.2664943e-12,1.2399532e-13,1.0,2.8198743e-10,7.5836613e-17,3.974157e-18,4.503069e-18,6.000576e-10,6.441218e-13,9.5849595e-18
1750,7,7,7.0175234e-11,1.02324826e-07,1.9726862e-07,5.7027973e-09,1.3768662e-06,1.0036085e-10,7.730238e-11,0.99999833,1.6254682e-12,7.150192e-10
1751,4,2,1.0767943e-06,4.139532e-05,0.9266301,7.2272975e-05,0.070892535,0.0023313933,2.9530289e-05,1.6072427e-06,1.4366282e-07,5.315953e-09
1752,5,5,4.6588083e-14,8.038744e-14,5.2342913e-15,2.094195e-09,9.644281e-15,1.0,6.7545633e-13,3.7629076e-14,1.2315307e-11,1.1239563e-09
1753,1,1,2.5535313e-10,0.9999994,2.293031e-09,1.02983636e-10,9.828076e-08,1.2574965e-07,5.2282005e-08,2.1601485e-08,3.05633e-07,2.9083875e-09
1754,7,7,4.942032e-06,0.31656668,0.007835278,4.8307966e-06,0.013442342,2.9636476e-05,1.4948543e-05,0.6620917,6.5559198e-06,3.17753e-06
1755,5,5,2.7395816e-12,3.102722e-10,1.1751115e-10,1.1266986e-06,1.38051315e-11,0.9999988,7.9903806e-11,2.6942816e-11,6.5601395e-09,1.6138205e-07
1756,8,8,1.6456904e-10,3.1475447e-09,2.0370382e-10,3.0662356e-08,2.1533301e-11,1.1336285e-07,2.225133e-10,7.378866e-13,0.9999999,1.3717474e-08
1757,0,0,0.9999958,5.687358e-09,7.505956e-08,3.1787293e-09,2.796762e-07,6.982692e-09,2.9796868e-06,3.741248e-08,4.3265612e-07,3.5953693e-07
1758,8,8,1.8724749e-06,1.5675842e-07,3.2563756e-05,2.0330805e-05,1.3972777e-08,2.9689502e-07,3.2771487e-07,1.838326e-09,0.9999409,3.5369083e-06
1759,8,8,3.2084547e-08,1.5096661e-09,2.2213628e-07,1.4501993e-08,3.5982077e-09,5.531606e-07,1.6948633e-08,1.259651e-10,0.99999917,3.2936942e-08
1760,1,1,3.3768217e-08,0.9999839,3.3680787e-09,4.5511248e-11,1.2823775e-05,5.2569074e-08,2.7039513e-07,2.9489266e-07,2.7113972e-06,3.4842262e-08
1761,5,5,2.7795814e-15,5.959037e-13,1.4452219e-15,5.3065063e-11,2.0650355e-14,0.99999964,8.904528e-10,7.8815255e-15,3.1764932e-07,1.10808775e-08
1762,0,0,0.99999964,2.6776256e-10,3.3137216e-08,2.5234803e-09,2.0441876e-10,1.7277749e-08,3.9316922e-07,5.836214e-10,2.0166935e-08,1.0726485e-08
1763,3,3,8.5709426e-11,6.7348886e-09,8.2873886e-09,0.9999877,1.1157954e-10,1.1709645e-05,3.5759135e-11,9.759967e-11,7.522334e-08,4.927534e-07
1764,0,0,0.99999714,3.1116124e-10,2.7735289e-06,1.3374543e-09,9.439759e-09,2.9439187e-11,1.1942475e-07,2.8341013e-10,9.176872e-09,1.8828715e-08
1765,3,3,4.2735916e-11,4.6819075e-08,1.7264337e-07,0.9999989,2.2020224e-11,6.076311e-07,8.107929e-12,3.3190308e-09,2.374888e-07,2.55396e-09
1766,1,1,2.711984e-09,0.99999857,1.2584239e-09,7.936772e-12,2.7416004e-07,6.604402e-10,4.7077555e-09,1.293899e-08,1.1820937e-06,1.2774874e-10
1767,4,4,2.579133e-09,7.9173965e-08,4.1793015e-07,8.48263e-12,0.9999919,7.6522165e-06,4.0362742e-08,1.2352906e-09,1.3752562e-10,4.604245e-08
1768,0,0,0.9999709,1.957239e-08,2.606364e-05,3.4687475e-10,6.609765e-10,1.3013816e-09,1.8666062e-06,4.1512425e-08,1.0776088e-06,2.9161702e-09
1769,3,3,1.4810532e-15,1.2700208e-10,8.8363905e-08,0.9999999,6.3507905e-15,8.778957e-11,1.0651117e-15,2.200934e-10,1.6246454e-09,1.8031244e-12
1770,7,7,3.406298e-11,2.8450878e-10,7.207314e-10,2.0994304e-09,8.6977603e-10,2.8632346e-12,2.0882757e-13,1.0,1.3837857e-12,1.4840051e-08
1771,2,2,6.5263537e-12,5.0882094e-12,1.0,1.6565903e-10,1.5258246e-15,4.344032e-16,1.4501153e-15,4.712218e-09,3.8151313e-13,1.0055274e-15
1772,7,7,5.87615e-11,1.5484782e-10,1.5835494e-10,1.2813865e-08,9.4140836e-07,4.8585486e-10,4.948226e-10,0.99999905,9.139116e-11,2.6393157e-10
1773,1,1,1.0951559e-05,0.99530536,3.2205335e-07,8.281985e-10,2.8209715e-06,0.00032571284,0.004272355,6.439148e-07,8.1868064e-05,3.499747e-08
1774,8,8,3.7179408e-08,2.7294882e-07,9.562258e-09,2.4219707e-07,2.5318755e-10,2.3926164e-06,7.494262e-08,6.5973005e-11,0.9999969,7.549325e-08
1775,0,0,0.99998903,3.2635132e-08,4.0384616e-06,2.7563694e-08,2.6343582e-08,2.6224766e-08,3.379325e-07,1.6538113e-08,3.7448422e-06,2.8042573e-06
1776,7,7,6.736326e-11,8.259166e-09,3.604601e-08,1.237855e-09,2.0256679e-09,1.420043e-11,3.2648003e-12,1.0,1.9585653e-12,2.3890017e-09
1777,0,0,0.99999976,5.515705e-11,2.9715585e-07,5.880146e-11,5.995232e-10,8.524998e-12,2.1028654e-08,2.6616373e-10,1.1456105e-09,5.690766e-09
1778,4,4,1.4418835e-06,3.8572614e-07,4.6716575e-08,7.5194545e-10,0.99998164,1.434373e-06,2.7008372e-07,1.9296178e-07,9.792439e-09,1.4595722e-05
1779,3,3,3.5326545e-17,1.7509823e-11,2.8025338e-10,1.0,4.1171145e-17,6.697862e-12,6.0960812e-18,8.441493e-12,3.5087443e-12,6.6790506e-14
1780,1,1,4.3418655e-10,0.99999976,1.5323589e-09,5.245332e-12,3.258249e-08,3.4768313e-09,1.3782907e-08,1.9115717e-08,1.8103931e-07,2.6301464e-10
1781,9,9,3.3356784e-05,1.6404964e-06,1.384394e-05,8.837909e-06,0.005828339,0.00021720988,8.200273e-05,6.229604e-07,5.9864765e-06,0.9938081
1782,8,8,1.0453076e-07,7.097758e-08,6.4317755e-05,4.8787574e-06,4.353217e-06,8.9035717e-07,9.111564e-08,3.1687662e-08,0.9999136,1.1634123e-05
1783,7,7,1.0330692e-09,2.6299725e-08,5.5836786e-08,1.6176799e-07,1.925839e-09,1.4378271e-09,6.7252783e-12,0.9999994,4.7556948e-11,3.8611947e-07
1784,7,7,3.9727537e-11,1.1411668e-08,1.8436564e-09,9.246717e-10,2.6877385e-09,4.8826485e-11,8.676394e-12,1.0,1.8974596e-12,2.6913256e-08
1785,1,1,2.4507585e-10,0.99999833,1.4826572e-10,3.403539e-11,8.9798664e-07,2.0801776e-10,1.3031137e-09,1.03349835e-08,6.2826206e-07,7.270532e-08
1786,4,4,4.902712e-10,1.0588121e-07,4.033299e-10,1.126538e-12,0.9999994,3.4153377e-08,1.0212114e-08,3.1893413e-07,4.073457e-09,6.941953e-08
1787,9,9,3.23285e-11,1.4063842e-11,8.0399585e-12,9.746971e-10,5.7952894e-07,9.593479e-10,6.289468e-14,3.139629e-09,9.779709e-10,0.9999994
1788,9,9,3.2257373e-07,1.6790841e-07,1.9555927e-07,1.4466144e-06,0.00028498477,3.4872535e-06,6.139667e-09,1.1794228e-06,2.5900206e-07,0.9997079
1789,3,3,1.3861969e-13,9.691129e-09,1.6096868e-08,1.0,1.1160371e-13,1.3010763e-10,5.4750614e-14,2.5969515e-11,4.8828888e-08,4.749409e-10
1790,2,8,8.539758e-06,0.00048569436,0.36584753,0.008378413,0.00014815765,7.2624885e-06,0.00034204035,0.0007137835,0.62402856,4.0062296e-05
1791,1,1,9.2398733e-10,0.99999964,7.0123984e-10,3.0440735e-12,2.614617e-07,1.4317384e-09,1.36722305e-08,3.435973e-08,9.941463e-08,2.5174074e-10
1792,7,7,7.820104e-15,1.1066945e-11,4.1467693e-10,5.9913324e-11,7.7816135e-11,8.0947915e-15,1.2264321e-15,1.0,1.0325022e-17,8.6738125e-12
1793,9,9,5.186826e-15,1.3106435e-17,9.979079e-16,2.059831e-11,1.53859e-11,3.7011123e-12,1.3223896e-18,1.2268644e-12,1.1432351e-14,1.0
1794,0,0,0.9992372,1.9867358e-07,0.0006783545,1.380064e-06,6.219653e-07,6.575245e-08,7.3344156e-05,3.3058825e-07,3.6875588e-06,4.634105e-06
1795,2,2,1.9196753e-09,6.7698666e-11,1.0,5.610111e-09,2.1537655e-11,2.2095546e-12,8.699257e-13,7.805762e-09,6.974638e-10,5.6763806e-13
1796,0,0,1.0,2.2379413e-13,2.0530056e-08,8.530359e-14,1.00118715e-11,9.360113e-16,2.3813349e-10,8.4332335e-13,6.20404e-12,3.4203147e-11
1797,3,3,6.461003e-13,2.0204738e-09,1.8553185e-09,0.99999607,1.9320218e-12,3.7849493e-06,2.7089354e-14,1.6412602e-11,1.6022646e-08,7.33933e-08
1798,3,3,2.478281e-13,1.8687756e-09,3.2225297e-10,1.0,6.9736036e-13,1.272726e-08,2.5475596e-13,6.324642e-12,5.1275673e-09,3.373313e-10
1799,7,7,7.6111226e-13,4.86989e-10,9.1064115e-11,1.3142486e-09,1.0723817e-10,7.222899e-12,1.7416876e-13,1.0,4.71735e-14,1.07786e-08
1800,6,6,2.0208568e-05,4.3706282e-07,0.0009279046,6.461083e-09,0.000205819,2.1950707e-06,0.99884343,2.7460999e-08,1.2818406e-08,3.6817035e-08
1801,9,9,8.761523e-12,4.5839655e-14,1.6408565e-11,2.7466536e-08,1.3450404e-09,1.4009122e-08,7.42511e-15,1.3282189e-10,1.747171e-09,1.0
1802,2,2,5.872165e-10,1.8667043e-09,0.99999917,9.623244e-09,1.8190243e-11,1.5213763e-12,2.7915745e-13,8.180464e-07,5.2793897e-10,1.1065542e-11
1803,3,3,2.0653066e-19,5.3412915e-17,7.488548e-14,1.0,1.59915e-20,4.2913738e-13,1.6767062e-21,4.1222847e-17,8.565478e-14,1.4795238e-14
1804,3,3,2.0325328e-21,2.0919043e-16,7.301463e-16,1.0,4.6479346e-22,7.0203857e-15,8.998857e-23,1.7923933e-18,4.764786e-15,1.9990894e-15
1805,7,7,1.1927971e-13,2.250746e-12,2.4484848e-12,9.951861e-12,2.1853751e-12,1.3500523e-13,1.9680579e-16,1.0,3.5551114e-16,2.2824032e-09
1806,7,7,8.89989e-09,8.4439165e-08,9.8801e-07,1.3711574e-08,1.986911e-08,2.2160963e-10,2.6305352e-10,0.9999988,3.680961e-11,6.42095e-08
1807,0,0,0.9999999,3.1569178e-13,1.11030615e-10,6.9203046e-11,2.9332942e-11,1.443109e-12,3.992163e-10,2.371926e-12,2.4625546e-11,7.928477e-08
1808,0,0,0.9999999,1.952303e-12,6.779581e-08,4.25242e-12,1.3120612e-10,2.2827443e-11,2.6982525e-09,5.3135465e-11,6.4059785e-10,3.1378927e-10
1809,7,7,2.7926146e-07,0.00014665308,5.3222707e-06,2.092641e-07,7.0685805e-05,7.1708547e-07,9.640913e-07,0.9996725,8.245543e-08,0.00010248615
1810,5,5,3.2425037e-13,1.3145422e-10,1.0658952e-11,3.0018306e-05,3.942064e-12,0.9999683,1.1312937e-12,1.6408099e-12,3.3811665e-07,1.3464834e-06
1811,2,2,1.0940793e-07,5.3311244e-10,0.99999857,5.7507447e-07,2.3716087e-10,4.5618204e-11,1.3468445e-11,6.9919406e-07,1.347931e-08,1.2556222e-11
1812,9,9,9.749944e-10,2.381896e-10,1.1714732e-10,1.5764904e-08,6.847175e-07,1.3653278e-08,2.1051153e-12,7.594068e-08,5.388499e-10,0.99999917
1813,8,8,1.5269225e-05,2.4178646e-06,0.007943857,0.010577959,3.7061196e-07,3.7512727e-05,2.138639e-06,1.7706624e-06,0.9814038,1.4887205e-05
1814,7,7,2.118937e-08,1.5730768e-06,7.7421544e-07,5.1812644e-06,6.098864e-08,2.7007547e-06,3.3089043e-10,0.99998593,3.657674e-06,2.9850757e-08
1815,4,4,1.1079213e-08,5.479427e-07,1.1689689e-08,1.6545e-10,0.99995244,1.3491923e-06,6.489845e-09,6.7194755e-08,8.050769e-08,4.540405e-05
1816,4,4,7.692796e-11,1.4991475e-08,2.6181983e-09,2.7217384e-12,0.99999905,5.659741e-08,1.3260288e-09,1.1441166e-08,2.1890725e-09,9.2436807e-07
1817,2,2,4.917244e-12,2.9965352e-10,1.0,3.206203e-10,7.968918e-14,8.685964e-16,8.529477e-15,5.9958166e-10,5.6094206e-11,3.8473532e-15
1818,6,6,8.0834894e-08,2.1014868e-10,4.335408e-10,4.8646993e-09,1.6245304e-08,1.8541172e-06,0.99999726,1.3901535e-10,7.9667285e-07,2.0829774e-11
1819,6,6,7.5872885e-07,6.88083e-08,2.3629903e-08,3.1538522e-07,1.8182473e-07,0.0001619063,0.99983597,1.085829e-08,7.339335e-07,4.967093e-11
1820,1,1,5.0383708e-11,1.0,1.8969962e-12,3.342981e-16,6.4017196e-09,2.6670931e-12,2.6074785e-11,3.2306453e-11,3.891692e-09,3.6236452e-13
1821,9,9,2.6576926e-12,1.9584566e-12,6.9356678e-12,5.8955e-10,1.7885782e-07,4.6892085e-10,1.31146035e-14,3.0828864e-10,2.5835547e-09,0.99999976
1822,6,6,3.0257156e-06,3.887578e-10,1.1030894e-09,1.9098796e-09,3.0942633e-07,0.00016813893,0.9998261,2.3266329e-09,2.345994e-06,3.1297864e-10
1823,8,8,4.9190726e-07,6.162313e-07,7.6568824e-05,3.8090266e-06,1.7487183e-07,6.807646e-07,4.882445e-05,1.4670506e-08,0.99986565,3.0610067e-06
1824,2,2,8.23906e-16,5.2279856e-15,1.0,1.1594469e-12,8.5630344e-20,1.224064e-20,1.5214034e-20,3.9918164e-12,4.8522752e-17,1.4423384e-20
1825,9,9,1.0789924e-07,1.8105197e-06,4.296596e-08,1.2328294e-06,0.00028721744,7.670037e-06,8.49755e-09,1.5177313e-06,1.2374586e-06,0.9996992
1826,0,0,0.99963343,5.2871686e-11,1.0275744e-06,6.3948674e-10,2.515955e-08,1.183617e-11,1.9867752e-09,4.5602525e-10,1.5274106e-08,0.0003654509
1827,8,8,1.3872206e-09,3.2985357e-09,1.1170856e-08,4.2054367e-08,6.793071e-11,1.9664512e-09,1.8716086e-08,1.6315245e-12,0.9999999,6.6965424e-09
1828,3,3,5.8837777e-06,0.00034783586,0.010189343,0.9842754,3.0814357e-07,3.905343e-05,2.4532932e-07,0.004868204,0.00021238258,6.127589e-05
1829,1,1,6.7956925e-08,0.99993217,3.210139e-07,7.796306e-09,2.0711357e-05,3.1611634e-07,5.1269507e-07,4.2763364e-05,1.6904045e-06,1.3359454e-06
1830,1,1,1.7204826e-10,0.99999976,8.083937e-09,1.7121343e-11,9.751057e-08,3.657984e-09,2.9375704e-08,3.8896e-08,1.4768054e-07,1.5710834e-10
1831,6,6,4.3745235e-08,6.552001e-11,5.883655e-09,1.1301837e-10,7.330743e-08,1.4541191e-06,0.99999833,1.7388152e-11,6.957879e-08,3.561253e-09
1832,3,3,1.0587051e-10,2.2169274e-08,1.21354855e-08,0.9999989,2.8151191e-11,7.1485573e-07,9.9930125e-12,6.019837e-11,2.4724773e-08,3.3974965e-07
1833,5,5,2.7355847e-13,2.1965808e-11,3.9980795e-13,1.4519526e-05,1.3353629e-13,0.9999851,5.134197e-12,8.791402e-13,1.3099902e-08,3.0403672e-07
